region,city,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,popular,unit_price,area,total_price
东方福邸 ,H,4,2,S,0,1,0,6,10.0,0.18,5.5329999999999995,231.34,1280.0
金地自在城 ,H,3,2,S,3,1,3,10,9.0,0.5667,4.0529,89.32,362.0
西子铭苑 ,H,3,2,S,0,1,4,1,6.0,0.5167,6.696700000000001,157.99,1058.0
亚洲城花园 ,H,2,2,S,2,0,0,12,20.0,0.18,4.5505,63.29,288.0
联合世纪新筑 ,H,1,1,S,0,1,1,2,20.0,0.065,4.6869000000000005,50.14,235.0
金都华府 ,H,6,3,S,3,1,1,3,20.0,0.08,4.9057,265.0,1300.0
云河大厦 ,H,1,1,N,2,1,2,135,20.0,2.095,4.4961,34.03,153.0
香滨湾花园 ,H,3,2,S,3,1,9,30,20.0,0.765,3.7008,127.0,470.0
坤和西溪里璞园 ,H,4,2,S N,3,1,2,65,20.0,1.045,4.7298,177.6,840.0
绿城桃源小镇 ,H,3,2,S,1,1,0,68,20.0,1.02,3.2406,91.96,298.0
绿城桃源小镇 ,H,2,2,S N,1,1,0,100,20.0,1.5,2.1792,87.19,190.0
钱江湾花园 ,H,1,1,S,3,1,1,212,20.0,3.215,4.6695,54.61,255.0
濮家新村 ,H,1,1,S N,2,0,1,33,20.0,0.53,4.6034000000000015,42.36,195.0
众安白马山庄 ,H,5,2,S,1,0,2,73,20.0,1.165,2.6022000000000003,203.68,530.0
同城印象花苑北区 ,H,3,2,S N,0,0,2,34,20.0,0.58,2.9882,81.99,245.0
原筑壹号 ,H,3,2,S,2,1,0,5,20.0,0.075,3.3147,89.0,295.0
铭和苑新荷坊 ,H,2,1,S,3,1,0,19,20.0,0.285,2.8442000000000003,87.9,250.0
大关西六苑 ,H,3,1,S,2,0,0,33,20.0,0.495,3.31,78.55,260.0
观音塘小区 ,H,2,2,S,2,0,0,16,20.0,0.24,4.886,52.19,255.0
复地连城国际 ,H,3,2,S,2,1,0,4,20.0,0.06,2.7668,88.55,245.0
龙湖滟澜山茗轩南区三期 ,H,3,2,S,3,1,3,37,20.0,0.66,4.2106,133.0,560.0
北秀蓝湾花苑 ,H,3,2,S N,1,0,0,1,20.0,0.015,2.5346,124.28,315.0
通和都市枫林 ,H,3,2,S,2,1,9,7,20.0,0.42,3.0842,107.0,330.0
润达花园 ,H,3,2,S,2,0,0,2,20.0,0.03,3.6774,84.3,310.0
朝晖二区 ,H,2,1,S N,2,0,7,11,20.0,0.41,4.0414,53.2,215.0
北景园竹邻苑 ,H,2,1,SW,2,0,12,8,20.0,0.54,3.2733000000000003,60.49,198.0
华天苑 ,H,2,1,S,0,1,16,29,18.0,1.1056,2.3438000000000003,64.0,150.0
锦绣新村 ,H,2,1,S N,3,0,8,56,20.0,1.12,4.3908000000000005,45.55,200.0
丽晶湾 ,H,2,2,S,2,1,7,17,20.0,0.5,6.7143000000000015,35.0,235.0
丹桂公寓 ,H,2,1,S,3,0,10,31,20.0,0.815,4.8685,76.0,370.0
世纪晶钻 ,H,1,1,S,3,1,12,35,20.0,0.945,2.113,46.38,
中海西溪华府 ,H,2,2,S N,1,1,11,290,20.0,4.735,4.7192,89.0,420.0
景芳一区 ,H,2,1,S N,3,0,16,64,20.0,1.52,4.2794,58.42,250.0
顺发康庄 ,H,2,2,S,1,1,18,69,20.0,1.665,2.8568,75.26,215.0
岸上蓝山 ,H,2,2,S,3,1,10,50,20.0,1.1,2.4622,88.54,218.0
滨江城市之星 ,H,3,2,S,3,1,0,12,20.0,0.18,7.5339,184.5,1390.0
康乐香港城 ,H,2,2,S,2,0,18,63,20.0,1.575,2.9412000000000003,85.0,250.0
朝晖七区 ,H,2,1,S N,3,0,12,167,20.0,2.925,3.4954,58.65,205.0
东厦东港花苑 ,H,2,2,S N,1,1,20,75,20.0,1.825,1.7442,80.27,140.0
亿城雅苑 ,H,2,1,S N,3,1,0,7,20.0,0.105,3.6003000000000003,86.66,312.0
北景园荷风苑 ,H,3,2,S,3,1,0,0,20.0,0.0,3.1486,120.69,380.0
环西新村 ,H,2,2,S,2,0,10,64,20.0,1.31,6.135000000000002,30.97,190.0
翠苑三区 ,H,2,1,S,2,0,13,76,20.0,1.595,3.9094,49.88,195.0
南都花园三区 ,H,2,1,S N,2,0,15,63,20.0,1.47,3.9935,67.61,270.0
漾河人家 ,H,2,1,S,2,1,13,81,20.0,1.67,2.9347000000000003,63.04,185.0
万家花城二期 ,H,3,1,S N,3,1,20,31,20.0,1.165,4.8142000000000005,89.32,430.0
中誉现代城 ,H,1,1,S N,2,1,0,53,20.0,0.795,3.1215,35.24,110.0
万家花城二期 ,H,2,1,S N,3,1,18,53,20.0,1.425,5.2898000000000005,75.24,398.0
亲亲家园四期 ,H,2,2,S,2,1,21,22,20.0,1.065,3.6973,80.06,296.0
保利江语海 ,H,5,2,SE,1,1,4,20,20.0,0.44,3.1835,226.17,720.0
保利江语海 ,H,5,2,SE,1,1,4,29,20.0,0.575,3.1891000000000003,204.76,653.0
闲林山水丹枫苑 ,H,1,1,S NE,0,1,12,24,20.0,0.78,2.8882000000000003,57.13,165.0
金色蓝庭 ,H,3,2,S,2,1,20,48,20.0,1.42,5.4703,89.21,488.0
紫花苑 ,H,2,1,S,2,1,18,77,20.0,1.785,4.0429,49.47,200.0
复兴南苑 ,H,2,1,S,2,0,18,44,20.0,1.29,4.3842,47.9,210.0
武林桥河下 ,H,1,1,S,3,0,15,89,20.0,1.86,5.7445,42.65,245.0
翠苑三区 ,H,3,1,S NW,2,0,12,36,20.0,0.96,3.4436,66.21,228.0
翠苑五区 ,H,2,1,SE,2,1,25,46,20.0,1.565,3.9039,65.32,255.0
静怡花苑 ,H,2,2,SE S,3,1,0,2,20.0,0.03,4.7243,84.67,400.0
翠苑四区 ,H,1,1,S,2,0,18,27,20.0,1.035,4.1999,37.62,158.0
美好桂花金座 ,H,2,2,S,2,0,14,50,20.0,1.24,1.9525,89.63,175.0
荷花小区 ,H,2,1,S,2,0,18,110,20.0,2.28,2.0,62.5,125.0
延庆里6号 ,H,1,1,S,0,0,13,12,20.0,0.635,7.2425000000000015,37.28,270.0
金隅观澜时代天筑 ,H,5,2,S N,1,1,2,21,20.0,0.385,2.0086,234.0,470.0
太庙巷 ,H,2,1,S,2,0,0,0,20.0,0.0,5.0506,51.48,260.0
阳光逸城 ,H,2,2,S,3,1,12,75,20.0,1.545,2.5053,61.87,155.0
世茂江滨花园瑞景湾 ,H,2,1,S,1,1,29,13,20.0,1.21,2.4,87.5,210.0
董家弄 ,H,2,1,S N,1,0,13,33,20.0,0.95,3.4952,50.07,175.0
花园南村 ,H,2,1,S N,2,0,18,7,20.0,0.735,6.8471,61.34,420.0
花园南村 ,H,2,1,S N,2,0,21,13,20.0,0.93,6.781700000000002,51.61,350.0
树园 ,H,2,1,S,1,0,14,16,20.0,0.73,4.0986,48.31,198.0
近江新村 ,H,2,1,S,2,0,0,0,20.0,0.0,5.568300000000002,70.04,390.0
闲林山水紫薇苑 ,H,2,2,S,3,1,21,46,20.0,1.425,2.4806,88.69,220.0
广厦天都城天河苑 ,H,1,1,E,2,0,7,12,20.0,0.425,2.2776,32.93,
清雅苑 ,H,3,2,S,2,0,3,9,26.0,0.1846,2.3683,130.9,310.0
东新园茗盛苑 ,H,2,2,S,2,1,0,2,22.0,0.0273,3.4931,100.2,350.0
金都雅苑 ,H,4,2,S,3,0,1,8,21.0,0.1476,2.9164000000000003,192.02,560.0
天元公寓 ,H,2,2,S,3,1,0,2,19.0,0.0316,2.184,99.82,218.0
十五家园 ,H,2,1,E,2,0,0,6,18.0,0.1,4.0046,61.43,246.0
东都公寓 ,H,2,1,S,2,0,0,7,17.0,0.1235,3.0702000000000003,68.4,210.0
保利江语海 ,H,1,2,S N,3,1,0,0,14.0,0.0,4.1584,80.56,335.0
保利江语海 ,H,3,2,S NW,0,1,0,1,14.0,0.0214,3.8886,86.15,335.0
新桥园 ,H,2,1,S N,3,0,0,5,11.0,0.1364,2.9014,56.87,165.0
金厦公寓 ,H,3,2,S N,2,0,0,25,20.0,0.375,2.9542,134.05,396.0
嘉绿名苑 ,H,3,1,SE,3,1,3,8,20.0,0.225,4.8128,114.28,550.0
星洲花园格兰馨芦 ,H,3,2,S,3,0,1,17,20.0,0.29,5.2777,123.16,650.0
晨光绿苑南苑 ,H,7,3,S,1,0,5,1,26.0,0.1462,2.169,253.58,550.0
西溪八方城 ,H,2,2,E,3,1,2,4,21.0,0.1238,2.7778,54.0,150.0
清水公寓 ,H,2,1,S,3,1,2,33,20.0,0.565,5.842700000000002,89.0,520.0
古荡新村东区 ,H,3,1,S,2,0,0,28,20.0,0.42,4.0478000000000005,70.41,285.0
康乐香港城 ,H,2,2,SE,2,0,2,263,20.0,4.015,3.5783,78.25,280.0
平凡里公寓 ,H,2,1,S N,2,0,2,131,20.0,2.035,4.3126,82.55,356.0
丽江公寓 ,H,2,2,S N,3,1,1,49,20.0,0.77,3.9696,89.43,355.0
通和戈雅公寓 ,H,4,2,S N,3,1,0,93,20.0,1.395,2.8796,191.0,550.0
翠苑四区 ,H,2,1,SE N,2,0,2,71,20.0,1.135,4.2860000000000005,52.03,223.0
邮电新村 ,H,2,1,S,2,0,5,17,20.0,0.43,7.0150000000000015,54.17,380.0
耀江广厦 ,H,4,2,S N,2,1,0,27,20.0,0.405,7.8228,159.79,1250.0
景瑞悦西台 ,H,3,1,S,3,0,27,76,20.0,2.085,4.9295,89.26,440.0
金地自在城 ,H,3,2,S,3,1,31,173,20.0,3.68,3.9068,85.75,335.0
融创河滨之城 ,H,3,2,S N,3,0,34,57,20.0,2.045,5.1271,89.72,460.0
越秀星汇尚城 ,H,3,2,S N,2,0,25,53,20.0,1.67,3.0175,89.48,270.0
佳兆业君汇上品 ,H,3,1,S,1,1,31,108,20.0,2.705,2.4913000000000003,88.31,220.0
万科西庐 ,H,4,2,S N,3,1,20,74,20.0,1.81,6.057,123.0,745.0
红街公寓 ,H,3,2,S,1,1,0,6,20.0,0.09,3.9179,137.83,540.0
滨江曙光之城 ,H,3,2,S N,3,1,0,19,20.0,0.285,4.7613,138.62,660.0
仓基新村 ,H,2,1,S,3,0,0,28,20.0,0.42,4.5359,66.14,300.0
宝嘉誉峰 ,H,3,2,S,3,0,25,19,20.0,1.16,3.8924,87.35,340.0
东海水景城 ,H,3,2,S,3,1,0,9,20.0,0.135,2.5610000000000004,123.0,315.0
天鸿香榭里 ,H,3,1,S N,2,1,24,122,20.0,2.67,3.1157000000000004,89.87,280.0
双菱新村 ,H,1,1,S,2,0,1,24,20.0,0.395,5.626,33.95,191.0
中国铁建江南国际城 ,H,3,2,S,1,1,31,9,20.0,1.22,4.218999999999999,87.7,370.0
金地艺境 ,H,3,1,S,2,1,31,51,20.0,1.85,2.5284,88.99,225.0
崇化住宅区 ,H,3,1,S,2,0,6,43,20.0,0.855,2.3829,73.44,175.0
永丰巷 ,H,2,1,S N,3,0,6,72,20.0,1.29,5.9156,37.19,220.0
欧美金融城 ,H,3,2,S N,1,1,35,35,20.0,1.75,3.8492,89.11,343.0
万科溪望 ,H,3,2,S,0,0,34,16,20.0,1.43,4.2135,89.0,375.0
浦沿教工宿舍 ,H,3,2,S,3,0,5,59,20.0,1.06,3.282,79.22,260.0
崇化住宅区 ,H,2,1,S,3,0,15,73,20.0,1.62,2.4309000000000003,56.77,138.0
嘉里桦枫居 ,H,3,2,S,3,1,6,9,20.0,0.345,3.427,89.0,305.0
万科草庄 ,H,3,2,S N,3,1,10,13,20.0,0.545,4.4808,89.27,400.0
万科紫台 ,H,3,2,S,3,1,12,17,18.0,0.75,3.9035,88.64,346.0
中江花园 ,H,3,2,S N,3,0,9,6,14.0,0.5786,4.3494,87.37,380.0
嘉绿景苑南园 ,H,3,2,S,2,1,13,4,20.0,0.515,4.1346,105.21,435.0
坤和和家园 ,H,4,2,S N,3,1,0,217,20.0,3.255,4.2718,191.96,820.0
保利江语海 ,H,2,2,S,3,1,6,46,20.0,0.9,3.9689,70.55,280.0
红街公寓 ,H,1,2,S,2,1,4,1,20.0,0.155,4.5239,67.42,305.0
北景园芳洲苑 ,H,2,2,S,2,1,3,4,20.0,0.165,2.8582,89.22,255.0
东新关 ,H,2,1,S,2,0,4,74,20.0,1.25,3.1826000000000003,58.13,185.0
复地连城国际 ,H,4,2,SE N,3,1,0,34,20.0,0.51,2.5707,133.04,342.0
亲亲家园四期 ,H,3,2,S N,2,1,16,70,20.0,1.61,3.1853,111.45,355.0
后珠美都雅苑 ,H,2,2,S,2,1,5,32,20.0,0.655,2.2661,88.26,200.0
东清大厦 ,H,1,2,S,3,1,3,12,20.0,0.285,3.7924,84.38,320.0
绿城紫桂公寓 ,H,3,1,S N,2,0,0,13,20.0,0.195,2.4471000000000003,87.86,215.0
潮鸣苑 ,H,2,1,S N,2,0,1,14,20.0,0.245,4.4784000000000015,60.29,270.0
三水一生 ,H,4,2,S N,2,0,0,0,20.0,0.0,2.2032000000000003,138.44,305.0
永丰巷 ,H,1,1,S,2,0,4,14,20.0,0.35,6.0596000000000005,28.88,175.0
大关东八苑 ,H,3,2,S,2,0,0,16,20.0,0.24,3.3505000000000003,83.57,280.0
蓝桥景苑 ,H,2,1,S,3,1,5,18,20.0,0.445,2.907,87.72,255.0
三塘竹园 ,H,2,1,S,2,0,1,9,20.0,0.17,3.881,69.57,270.0
景芳三区 ,H,2,1,S N,2,0,4,13,20.0,0.335,3.9947,67.59,270.0
风雅乐府 ,H,3,2,S,2,1,15,27,20.0,0.93,3.1809000000000003,88.97,283.0
大关东八苑 ,H,3,1,S,2,0,0,2,20.0,0.03,3.4367,85.84,295.0
永丰巷 ,H,2,1,S,1,0,8,1,20.0,0.295,5.2101000000000015,59.5,310.0
绿城慧园 ,H,3,1,S,3,1,11,33,20.0,0.88,5.8441,88.98,520.0
倾城之恋 ,H,3,2,S NW,2,1,18,10,20.0,0.78,4.7182,122.93,580.0
后珠辰秀嘉园 ,H,2,2,S,2,1,2,3,20.0,0.115,2.6926,92.85,250.0
东田玉城 ,H,3,1,S,3,0,7,17,20.0,0.5,2.4945,90.2,225.0
亲亲家园二期 ,H,3,2,S N,2,1,18,26,20.0,1.02,2.9791000000000003,125.88,375.0
庭院深深 ,H,3,2,S N,3,1,0,10,20.0,0.15,2.2915,130.92,300.0
亲亲家园二期 ,H,3,2,S N,0,1,16,13,20.0,0.755,2.8202000000000003,125.88,355.0
和睦路7号 ,H,2,1,S N,2,0,1,3,31.0,0.0516,3.8342,54.25,208.0
春江花月 ,H,2,1,S,2,1,2,5,31.0,0.0935,5.8636,115.97,680.0
采荷小区翠柳邨 ,H,1,1,S,3,0,1,6,30.0,0.0833,4.916,38.65,190.0
朝晖四区 ,H,2,1,S N,0,0,2,5,25.0,0.116,4.23,52.01,220.0
古荡新村东区 ,H,2,1,S N,2,0,2,2,24.0,0.0833,4.024,58.4,235.0
赞成乐山红叶 ,H,3,2,S N,0,1,0,10,19.0,0.1579,2.1382000000000003,88.86,190.0
大浒东苑 ,H,2,1,S N,0,1,3,1,18.0,0.1333,3.9016,74.33,290.0
融创瑷骊山 ,H,4,2,S,1,1,0,0,15.0,0.0,4.1343000000000005,181.41,750.0
锦昌年华 ,H,2,2,S N,1,0,0,2,13.0,0.0462,2.0965000000000003,90.63,190.0
大华海派风范 ,H,4,1,S,0,1,1,1,11.0,0.0909,3.3708,89.0,300.0
小河佳苑 ,H,2,1,S,2,1,0,0,9.0,0.0,3.9575,80.86,320.0
闲林山水丹枫苑 ,H,1,1,S,3,1,0,2,6.0,0.1,3.125,52.8,165.0
大关西八苑 ,H,2,1,S N,1,0,0,4,6.0,0.2,3.4365,58.2,200.0
东方君悦 ,H,1,0,S,3,1,0,12,20.0,0.18,4.1581,62.53,260.0
高润云杉郡 ,H,2,1,N,3,0,4,10,8.0,0.725,2.9998,36.67,110.0
府新花园东区 ,H,3,2,S,2,0,5,6,20.0,0.265,5.2040000000000015,82.63,430.0
世纪晶钻 ,H,1,1,S,2,1,14,24,20.0,0.85,2.0483,46.38,
文三新村 ,H,3,1,S,2,0,8,16,20.0,0.52,6.6729,64.44,430.0
亚洲城花园 ,H,3,2,E,2,1,1,98,20.0,1.505,3.8485,100.04,385.0
林之语 ,H,3,2,S,1,1,3,193,20.0,3.0,2.3695,139.27,330.0
铭雅苑东区 ,H,4,2,S N,2,0,3,20,20.0,0.405,2.6429,128.65,340.0
大美公寓 ,H,3,2,S,1,1,4,40,20.0,0.74,2.9561,140.39,415.0
坤和和家园 ,H,2,1,S,2,1,2,24,20.0,0.43,4.6172,88.8,410.0
梅苑阁小区 ,H,3,2,S N,2,0,3,16,20.0,0.345,5.2328,91.73,480.0
桂花城 ,H,3,2,S N,3,0,9,114,20.0,2.025,5.1485,159.27,820.0
冯山人巷 ,H,2,1,S N,2,0,2,120,20.0,1.87,4.4666000000000015,60.45,270.0
采荷街道青荷苑 ,H,2,2,S N,2,0,2,31,20.0,0.535,4.939500000000002,80.98,400.0
施家花园 ,H,3,2,S N,2,0,3,90,20.0,1.455,3.9757,106.9,425.0
坤和西溪里璞园 ,H,3,2,S N,1,1,2,69,20.0,1.105,4.7913000000000014,137.75,660.0
佳兆业玖珑山 ,H,3,2,S,2,1,2,81,20.0,1.285,2.56,125.0,320.0
古荡新村东区 ,H,3,1,S,1,0,0,184,20.0,2.76,3.9162,73.03,286.0
嘉绿北苑 ,H,3,2,S,2,0,3,81,20.0,1.32,3.7904,124.0,470.0
赞成岭上花苑 ,H,4,2,S,3,1,2,67,20.0,1.075,3.1685000000000003,88.37,280.0
朗诗国际街区 ,H,4,2,E W,3,1,3,46,20.0,0.795,2.7218,176.36,480.0
和苑小区 ,H,4,2,S N,1,1,2,115,20.0,1.795,4.4268,133.28,590.0
宋都凯旋苑 ,H,3,2,S N,3,0,1,32,20.0,0.515,5.5943000000000005,131.92,738.0
东城丽景 ,H,3,2,S N,1,0,1,74,20.0,1.145,2.0767,117.98,245.0
嘉绿西苑 ,H,3,2,S,2,0,8,230,20.0,3.73,4.4761000000000015,98.3,440.0
浪漫和山 ,H,5,2,S NW,1,1,0,24,20.0,0.36,2.1948000000000003,225.54,495.0
梦琴湾 ,H,3,2,S N,1,1,2,36,20.0,0.61,2.369,146.9,348.0
嘉绿北苑 ,H,3,2,S N,2,0,4,44,20.0,0.8,4.3657,107.2,468.0
胜利新村 ,H,3,1,S,2,0,1,60,20.0,0.935,4.6917,96.98,455.0
稻香园高层公寓 ,H,3,2,S,2,1,2,66,20.0,1.06,4.3724,125.79,550.0
华家池 ,H,2,1,S,3,0,1,83,20.0,1.28,4.2093,63.67,268.0
新湖果岭 ,H,3,2,S N,1,1,3,43,20.0,0.75,2.5460000000000003,132.76,338.0
天阳尚城国际二期 ,H,3,2,S,2,1,4,49,20.0,0.875,4.5163,88.57,400.0
物华小区 ,H,3,2,S N,2,0,4,49,20.0,0.875,3.4325,122.36,420.0
漾河公寓 ,H,5,2,S N,1,0,1,73,20.0,1.13,2.8996,148.3,430.0
水澄花园北苑 ,H,3,2,S N,2,1,4,7,20.0,0.245,4.2525,148.15,630.0
景芳一区 ,H,3,1,S,2,0,2,43,20.0,0.715,4.1081,80.33,330.0
漾河人家 ,H,2,2,S N,2,1,2,48,20.0,0.79,3.3252,102.25,340.0
东海水景城 ,H,3,2,S,3,1,3,29,20.0,0.54,2.5255,134.63,340.0
爵士风情花园 ,H,3,2,S N,3,0,2,73,20.0,1.165,2.2404,109.36,245.0
都市水乡水滟苑 ,H,2,2,SE,2,1,4,76,20.0,1.28,3.0922,92.17,285.0
西溪河东 ,H,3,2,S,2,0,2,18,20.0,0.34,5.857,129.76,760.0
嘉绿文苑 ,H,3,1,S,3,1,5,35,20.0,0.7,5.2021000000000015,133.6,695.0
莱茵知己 ,H,3,2,S N,1,1,0,9,20.0,0.135,1.9903,180.88,360.0
嘉南公寓小高层 ,H,4,2,S N,2,1,7,34,20.0,0.755,4.7153,132.55,625.0
闲林山水紫薇苑 ,H,3,2,S N,3,0,6,46,20.0,0.9,2.8083,84.75,238.0
红苹果家园 ,H,3,2,S N,2,1,2,29,20.0,0.505,2.7617000000000003,133.98,370.0
三江花园(萧山) ,H,3,2,S N,1,0,1,30,20.0,0.485,2.4643,140.0,345.0
铭和苑探梅坊 ,H,2,2,S,2,1,2,13,20.0,0.265,2.7407,87.57,240.0
山水人家白沙岛 ,H,4,2,S,2,1,8,16,20.0,0.52,3.904,169.06,660.0
颐景园 ,H,3,1,S N,2,0,3,52,20.0,0.885,4.8318,85.89,415.0
都市水乡水映苑 ,H,3,2,S N,2,1,9,66,20.0,1.305,3.131,100.61,315.0
香樟公寓 ,H,3,2,S,2,0,3,53,20.0,0.9,4.5435,92.44,420.0
爵士风情花园 ,H,3,2,S N,1,1,3,11,20.0,0.27,1.9579,120.03,235.0
北干二苑新安寓 ,H,3,2,S,2,0,6,42,20.0,0.84,3.1236,84.84,265.0
采荷小区翠柳邨 ,H,3,1,S,2,0,1,10,20.0,0.185,5.6139,68.58,385.0
闲林山水海棠苑 ,H,3,2,S N,3,0,4,26,20.0,0.53,2.2163,122.73,272.0
恩济花苑 ,H,4,2,S,3,0,3,27,20.0,0.51,4.1685,143.46,598.0
嘉绿青苑 ,H,3,1,NW,2,1,7,31,20.0,0.71,4.8652000000000015,98.66,480.0
稻香园南区 ,H,3,1,S,2,1,5,50,20.0,0.925,3.9424,110.34,435.0
融创瑷骊山 ,H,4,2,S N,1,1,1,6,20.0,0.125,3.5438,225.75,800.0
新德雅公寓 ,H,3,2,S N,1,1,1,3,20.0,0.08,4.5790000000000015,133.0,609.0
良渚文化村白鹭郡南 ,H,2,2,S N,3,0,1,40,20.0,0.635,3.9773,88.0,350.0
大关西三苑 ,H,2,1,S W,2,0,3,31,20.0,0.57,3.5025,58.53,205.0
天湖公寓 ,H,3,2,S N,2,1,6,18,20.0,0.48,3.4773,125.1,435.0
香樟公寓 ,H,3,2,S,2,0,2,124,20.0,1.93,4.4429,70.9,315.0
保利东湾 ,H,3,1,S,1,1,6,45,20.0,0.885,2.8775,104.26,300.0
宋都晨光国际 ,H,4,2,S,1,1,1,11,20.0,0.2,2.515,168.99,425.0
绿城西溪融庄 ,H,2,2,S,2,1,3,54,20.0,0.915,3.8168,123.14,470.0
珠碧苑 ,H,2,1,E,2,0,4,58,20.0,1.01,4.1925,45.32,190.0
秋水苑 ,H,3,2,S NW,3,0,2,24,20.0,0.43,4.4263,122.0,540.0
长堤明苑 ,H,3,2,S,1,1,1,49,20.0,0.77,2.966,144.98,430.0
大浒东苑 ,H,3,2,S N,2,1,2,10,20.0,0.22,4.058,86.25,350.0
广厦天都城天湖苑 ,H,5,3,S,1,0,0,33,20.0,0.495,1.6829,184.21,310.0
远洋大河宸章 ,H,4,2,S,3,1,6,64,20.0,1.17,6.4899,194.15,1260.0
枫华府第 ,H,4,2,SE N,2,1,4,88,20.0,1.46,5.8071,142.93,830.0
融创瑷骊山 ,H,2,1,S,2,1,3,45,20.0,0.78,3.1348000000000003,89.32,280.0
大塘新村 ,H,2,2,S,2,0,3,7,20.0,0.21,4.5422,69.35,315.0
嘉绿西苑 ,H,3,2,S N,2,0,3,18,20.0,0.375,4.2809,121.47,520.0
竹海水韵 ,H,3,2,S,2,1,2,96,20.0,1.51,2.399,87.54,210.0
人和家园 ,H,3,1,S,2,1,4,25,20.0,0.515,2.1743,135.68,295.0
青年路小区 ,H,3,1,S,3,0,4,66,20.0,1.13,4.8892000000000015,52.77,258.0
梦琴湾 ,H,4,2,S,1,1,3,41,20.0,0.72,2.092,172.09,360.0
顺发恒园 ,H,4,2,S N,1,1,5,23,20.0,0.52,4.4403000000000015,134.0,595.0
杭州碧桂园 ,H,3,1,S N,3,1,1,33,20.0,0.53,2.7076,88.64,240.0
新湖菲林山 ,H,4,2,S,1,0,1,40,20.0,0.635,3.4445,90.0,310.0
绿地旭辉城 ,H,3,1,S,1,1,1,21,20.0,0.35,5.7117,87.54,500.0
万科魅力之城 ,H,3,2,S N,3,1,5,21,20.0,0.49,3.2111,109.0,350.0
三墩颐景园 ,H,4,2,S,1,1,2,18,20.0,0.34,3.5535,149.15,530.0
竹海水韵 ,H,3,2,S,3,1,2,91,20.0,1.435,2.6269,88.32,232.0
良渚文化村白鹭郡南 ,H,3,2,S,3,0,5,132,20.0,2.155,2.8851,87.0,251.0
北干二苑新安寓 ,H,4,2,S N,2,0,5,72,20.0,1.255,2.5135,107.42,270.0
风雅乐府 ,H,4,2,S N,1,1,3,9,20.0,0.24,3.3895,134.24,455.0
西溪蝶园一期 ,H,4,2,S N,3,1,3,52,20.0,0.885,4.8592,191.39,930.0
金地自在城 ,H,3,1,S,3,1,1,41,20.0,0.65,3.7079,89.0,330.0
金沙学府 ,H,4,2,S N,1,0,5,36,20.0,0.715,2.5986,130.84,340.0
广厦天都城天月苑 ,H,3,2,S,2,0,10,30,20.0,0.8,2.055,102.19,210.0
下沙文汇苑 ,H,4,2,S N,2,1,0,6,20.0,0.09,2.5616000000000003,148.35,380.0
众安国泰花园 ,H,4,3,S N,1,0,2,11,20.0,0.235,2.4966,248.34,620.0
大家多立方 ,H,3,2,S,2,1,4,9,20.0,0.275,3.4271000000000003,87.54,300.0
水印康庭 ,H,3,1,S,3,1,3,48,20.0,0.825,3.4465000000000003,130.57,450.0
水印城 ,H,2,1,S,2,1,3,26,20.0,0.495,5.9678,62.0,370.0
德信东望 ,H,4,2,SE N,1,1,5,60,20.0,1.075,4.4796000000000005,128.36,575.0
竹海水韵 ,H,3,2,S,3,1,5,20,20.0,0.475,2.3524000000000003,110.53,260.0
复地黄龙和山 ,H,3,2,S N,1,1,2,33,20.0,0.565,4.5208,88.48,400.0
金色黎明三期 ,H,3,2,S N,3,1,6,22,20.0,0.54,4.5222,89.56,405.0
华元云水苑 ,H,3,2,S,1,0,8,9,20.0,0.415,2.6779,129.21,346.0
采荷街道青荷苑 ,H,2,1,S,2,0,3,5,20.0,0.18,5.146,63.74,328.0
中海定山府 ,H,3,1,S,2,1,3,30,20.0,0.555,3.1045000000000003,85.36,265.0
开元广场 ,H,4,1,S,1,1,1,10,20.0,0.185,2.799,184.0,515.0
滨江万家名城 ,H,3,2,S,3,1,6,38,20.0,0.78,3.9092,134.3,525.0
野风海天城 ,H,3,2,S,3,1,8,17,20.0,0.535,2.6027,122.95,320.0
南都德迦东区 ,H,3,2,SE N,2,1,7,33,20.0,0.74,4.6004000000000005,131.73,606.0
亲亲家园四期 ,H,2,2,S N,2,1,12,13,20.0,0.615,3.6211,84.23,305.0
中海钱塘山水 ,H,3,1,S,2,1,3,17,20.0,0.36,4.6068,89.0,410.0
宋都阳光国际 ,H,2,2,S,3,1,6,49,20.0,0.945,3.4114,85.01,290.0
东海柠檬郡 ,H,3,2,S,2,1,4,9,20.0,0.275,2.9596,89.54,265.0
采荷新村 ,H,2,0,S,2,0,3,22,20.0,0.435,5.6083,34.77,195.0
保亿丽景山 ,H,3,2,S N NE,2,1,5,28,20.0,0.595,2.3943000000000003,87.71,210.0
爵士风情花园 ,H,2,2,S,2,0,19,49,20.0,1.4,2.1143,87.5,185.0
登云阁 ,H,3,1,S N,3,0,3,37,20.0,0.66,3.9827,71.56,285.0
皇亲苑 ,H,3,1,S N,1,1,3,26,20.0,0.495,5.5,110.43,607.4
大华西溪风情澄品 ,H,4,2,S N,1,0,5,11,20.0,0.34,4.481,133.9,600.0
燕子弄 ,H,2,1,S N,2,0,12,15,20.0,0.645,3.8811,56.17,218.0
朗诗未来街区 ,H,2,2,S,2,1,13,86,20.0,1.745,2.6429,70.0,185.0
万通时尚公馆 ,H,3,1,S,3,1,9,24,20.0,0.675,3.6745,89.81,330.0
