visited,url,attention,house_info,publishday,unit_price,region,total_price 
0,,13, | 3室2厅 | 88.13平米 | 南 | 精装 | 有电梯,,33814,昆仑天籁 ,298
0,,14, | 3室2厅 | 89平米 | 南 | 精装 | 有电梯,31,35956,江南铭庭 ,320
0,,4, | 4室2厅 | 190.18平米 | 南 | 精装 | 有电梯,31,49953,坤和西溪里璞园 ,950
0,,4, | 2室2厅 | 89.24平米 | 南 | 精装 | 有电梯,30,30256,世茂江滨花园峻景湾 ,270
1,,2, | 3室2厅 | 142.5平米 | 南 | 简装 | 有电梯,29,18597,东方俊园 ,265
0,,0, | 3室2厅 | 148.39平米 | 南 | 简装,27,41984,皇城花苑 ,623
0,,3, | 2室2厅 | 100.73平米 | 南 | 精装 | 有电梯,26,27798,野风海天城 ,280
0,,6, | 3室2厅 | 88.6平米 | 南 | 精装 | 有电梯,25,25960,复地连城国际 ,230
0,,0, | 3室1厅 | 90.83平米 | 南 北 | 精装 | 无电梯,21,47342,翠苑四区南园 ,430
0,,2, | 2室2厅 | 87.58平米 | 南 北 | 精装 | 有电梯,21,37680,江南铭庭 ,330
0,,1, | 3室2厅 | 104.54平米 | 南 北 | 其他 | 有电梯,21,41133,小河佳苑 ,430
0,,2, | 3室2厅 | 128平米 | 南 | 精装 | 有电梯,21,34766,美达浅草名苑 ,445
0,,13, | 3室1厅 | 85.22平米 | 南 | 简装 | 无电梯,20,19362,东湖中路92号 ,165
4,,3, | 2室2厅 | 86.17平米 | 南 | 简装 | 有电梯,19,27272,精欧荣寓 ,235
4,,4, | 2室1厅 | 55.89平米 | 南 | 简装 | 无电梯,13,57972,保俶北路82号 ,324
4,,3, | 3室2厅 | 138.96平米 | 南 北 | 简装 | 无电梯,11,43898,湖畔花园风荷苑 ,610
2,,14, | 2室1厅 | 60.72平米 | 南 | 精装 | 无电梯,10,18940,保健路138-170号 ,115
2,,0, | 2室1厅 | 61.26平米 | 南 | 其他 | 无电梯,9,52237,采荷小区青莼邨 ,320
6,,24, | 4室2厅 | 187平米 | 南 | 毛坯 | 有电梯,,22995,世茂江滨花园峻景湾 ,430
0,,97, | 2室1厅 | 44.1平米 | 南 | 简装 | 有电梯,,22676,华元十六街区 ,100
3,,98, | 3室2厅 | 161.9平米 | 西南 西 | 精装 | 有电梯,,13219,红街天城公寓 ,214
9,,173, | 3室2厅 | 138.05平米 | 南 | 简装 | 有电梯,,40566,瑞立中央花城 ,560
7,,54, | 4室2厅 | 153.83平米 | 东南 | 毛坯 | 有电梯,,40630,星河明苑 ,625
7,,71, | 3室2厅 | 88.12平米 | 南 | 毛坯 | 有电梯,,28938,城发云锦城 ,255
6,,178, | 3室1厅 | 89.58平米 | 南 北 | 简装 | 有电梯,,55817,滨江金色江南 ,500
8,,134, | 2室2厅 | 83.61平米 | 南 | 简装 | 有电梯,,29901,蓝桥名苑 ,250
5,,37, | 3室1厅 | 87.77平米 | 南 | 毛坯 | 有电梯,,44435,中国铁建国际汇 ,390
7,,20, | 3室2厅 | 84.73平米 | 南 | 精装 | 有电梯,,36587,大华海派风景 ,310
11,,121, | 3室2厅 | 87.99平米 | 南 | 毛坯 | 有电梯,,28186,华元蒙卡岸 ,248
5,,33, | 3室2厅 | 86.63平米 | 南 | 毛坯 | 有电梯,,34631,天阳云筑 ,300
10,,49, | 3室2厅 | 89平米 | 南 | 毛坯 | 有电梯,,41012,中国铁建青秀城 ,365
7,,35, | 4室2厅 | 131.67平米 | 南 北 | 毛坯 | 无电梯,,30379,亲亲家园一期 ,400
7,,15, | 4室2厅 | 184.71平米 | 南 北 | 简装 | 有电梯,,51432,金色蓝庭 ,950
0,,23, | 5室2厅 | 284.2平米 | 南 西 北 | 毛坯 | 无电梯,,26742,华瑞湘湖美地 ,760
8,,68, | 4室2厅 | 135.32平米 | 东 南 北 | 精装 | 有电梯,,36211,亲亲家园四期 ,490
9,,46, | 3室2厅 | 86.45平米 | 南 西 北 | 毛坯 | 有电梯,,33546,顺发康庄 ,290
14,,26, | 3室1厅 | 81.91平米 | 南 | 简装 | 无电梯,,39068,南都花园三区 ,320
5,,71, | 3室2厅 | 89.83平米 | 南 | 毛坯 | 有电梯,,28944,融创金成西溪海 ,260
13,,69, | 3室2厅 | 100.76平米 | 南 | 毛坯 | 有电梯,,36721,欧美金融城 ,370
7,,40, | 3室2厅 | 127平米 | 南 | 毛坯 | 无电梯,,26378,江南摩卡 ,335
6,,18, | 2室2厅 | 82.98平米 | 南 | 简装 | 无电梯,,39769,流水苑 ,330
8,,76, | 4室2厅 | 165.58平米 | 南 北 | 简装 | 无电梯,,21682,铭雅苑东区 ,359
6,,52, | 3室2厅 | 77.61平米 | 南 | 其他 | 无电梯,,36078,景芳新五区 ,280
11,,52, | 2室2厅 | 84.67平米 | 南 | 简装 | 有电梯,,43463,名城燕园 ,368
6,,15, | 3室2厅 | 129平米 | 南 | 精装 | 无电梯,,51938,名仕家园 ,670
8,,256, | 3室1厅 | 85.87平米 | 南 | 精装,,19798,广厦天都城天河苑 ,170
7,,45, | 3室2厅 | 127.1平米 | 南 | 精装 | 无电梯,,20063,闲林山水木兰苑 ,255
4,,108, | 3室2厅 | 118.82平米 | 南 | 精装 | 无电梯,,21882,爵士风情花园 ,260
8,,25, | 3室2厅 | 139.36平米 | 南 | 简装 | 有电梯,,45925,荣安望江南 ,640
9,,12, | 3室2厅 | 73.59平米 | 南 | 简装 | 无电梯,,54084,华龙家园 ,398
5,,63, | 3室2厅 | 126.9平米 | 南 | 简装 | 无电梯,,20095,闲林山水木兰苑 ,255
8,,23, | 2室2厅 | 82.89平米 | 南 | 精装 | 无电梯,,43432,假山新村 ,360
7,,53, | 3室2厅 | 89.21平米 | 南 | 毛坯 | 有电梯,,49883,凯德湖墅 ,445
6,,52, | 3室2厅 | 89.05平米 | 南 | 简装,,46940,德信大家钱江府 ,418
9,,30, | 3室2厅 | 128.58平米 | 南 | 精装 | 有电梯,,52264,金都华府 ,672
10,,39, | 3室1厅 | 75.13平米 | 南 | 简装 | 无电梯,,63890,外东山弄 ,480
8,,12, | 3室2厅 | 96.75平米 | 南 北 | 简装 | 无电梯,,26874,明江苑 ,260
8,,26, | 3室2厅 | 131.12平米 | 南 | 毛坯 | 有电梯,,44997,绿城西溪融庄 ,590
7,,34, | 2室1厅 | 86.96平米 | 南 | 精装 | 有电梯,,58648,蔚蓝公寓 ,510
7,,22, | 3室2厅 | 89.76平米 | 南 | 毛坯,,33980,龙湖武林九里 ,305
7,,80, | 2室2厅 | 88.21平米 | 南 北 | 精装 | 有电梯,,30383,中兴九洲芳园 ,268
7,,28, | 3室2厅 | 139平米 | 南 | 毛坯 | 有电梯,,29137,理想康城一品 ,405
10,,10, | 3室2厅 | 154.1平米 | 南 | 毛坯 | 有电梯,,27904,东海水景城 ,430
8,,42, | 3室1厅 | 135.35平米 | 南 | 毛坯 | 有电梯,,24012,伊萨卡国际城浩泽园 ,325
11,,55, | 2室1厅 | 86.18平米 | 南 | 其他 | 无电梯,,42934,美政花苑 ,370
8,,23, | 2室2厅 | 83.68平米 | 南 北 | 简装 | 有电梯,,32266,盛泰名都公寓 ,270
8,,11, | 3室2厅 | 91.94平米 | 南 | 精装 | 无电梯,,45139,大营盘 ,415
13,,206, | 3室2厅 | 101.96平米 | 南 | 毛坯 | 有电梯,,24520,林之语 ,250
6,,57, | 2室1厅 | 59.04平米 | 南 | 简装 | 无电梯,,37263,朝晖九区 ,220
0,,29, | 4室2厅 | 178平米 | 南 西 北 | 毛坯 | 有电梯,,40731,龙湖滟澜山澜轩 ,725
10,,91, | 3室2厅 | 126.66平米 | 南 北 | 简装 | 无电梯,,20370,闲林山水木兰苑 ,258
7,,34, | 3室2厅 | 100.62平米 | 东 南 北 | 精装 | 有电梯,,47705,东园高层公寓 ,480
6,,35, | 3室2厅 | 89.61平米 | 南 | 精装 | 无电梯,,29015,北景园月桂苑 ,260
5,,11, | 4室2厅 | 163.46平米 | 南 西 北 | 简装 | 有电梯,,55672,广宇河滨公寓 ,910
14,,10, | 3室1厅 | 87.67平米 | 南 北 | 毛坯 | 无电梯,,33079,爱丁郡 ,290
6,,18, | 2室2厅 | 95.37平米 | 南 | 精装 | 有电梯,,30933,通和戈雅公寓 ,295
6,,17, | 3室1厅 | 83.01平米 | 南 | 简装 | 无电梯,,27708,回澜北园 ,230
6,,12, | 3室1厅 | 85.47平米 | 南 | 简装 | 无电梯,,29251,回澜南园 ,250
9,,18, | 3室2厅 | 87.34平米 | 南 | 简装 | 有电梯,,42364,德信晓宸 ,370
12,,26, | 3室1厅 | 107.75平米 | 南 | 简装 | 有电梯,,37588,观邸国际 ,405
7,,24, | 3室1厅 | 66平米 | 东 南 北 | 简装 | 无电梯,,37879,翠苑三区 ,250
10,,47, | 3室1厅 | 87.57平米 | 南 北 | 精装 | 有电梯,,70801,西溪诚园致诚苑 ,620
6,,10, | 4室2厅 | 144.87平米 | 南 | 简装 | 无电梯,,44868,山水人家香溪地 ,650
7,,8, | 2室2厅 | 92.65平米 | 南 | 精装 | 有电梯,,46951,景上公寓 ,435
7,,17, | 3室2厅 | 125.56平米 | 南 西 北 | 简装 | 有电梯,,46194,绿洲花园 ,580
10,,23, | 2室2厅 | 102.45平米 | 南 | 毛坯 | 有电梯,,26355,野风海天城 ,270
8,,27, | 3室1厅 | 89.12平米 | 南 | 简装 | 有电梯,,42640,万家星城 ,380
11,,52, | 3室2厅 | 126.12平米 | 南 北 | 毛坯 | 有电梯,,21409,钱塘梧桐蓝山 ,270
14,,37, | 2室2厅 | 89.21平米 | 南 | 毛坯,,20178,广厦天都城蓝调公寓 ,180
8,,172, | 2室1厅 | 58.15平米 | 南 | 其他,,20293,广厦天都城天河苑 ,118
8,,16, | 3室1厅 | 94.78平米 | 南 北 | 精装 | 无电梯,,40093,河西南38号 ,380
14,,33, | 2室2厅 | 86.98平米 | 南 北 | 精装 | 有电梯,,61854,东方福邸 ,538
17,,22, | 3室1厅 | 85.87平米 | 南 | 精装 | 有电梯,,24456,竹海水韵 ,210
17,,11, | 3室2厅 | 88.08平米 | 南 北 | 简装 | 有电梯,,32925,圣奥领寓 ,290
9,,104, | 2室1厅 | 40.35平米 | 南 | 精装 | 无电梯,,46345,皮市巷 ,187
6,,13, | 3室2厅 | 130平米 | 南 | 精装 | 有电梯,,33077,云溪香山 ,430
10,,8, | 2室2厅 | 89.08平米 | 南 | 其他 | 无电梯,,49394,新金都城市花园 ,440
4,,16, | 3室1厅 | 129.52平米 | 南 北 | 毛坯 | 有电梯,,55000,皇亲苑 ,712.4
7,,25, | 3室2厅 | 118.45平米 | 南 北 | 精装 | 无电梯,,28705,良渚文化村白鹭郡北 ,340
12,,55, | 2室1厅 | 36.58平米 | 北 | 其他 | 有电梯,,53308,嘉泰馨庭 ,195
6,,1, | 2室1厅 | 54.63平米 | 南 北 | 简装 | 无电梯,,91525,求智弄 ,500
15,,33, | 3室2厅 | 111.05平米 | 南 | 简装 | 无电梯,,20262,竹海水韵 ,225
12,,8, | 4室2厅 | 111.49平米 | 南 | 其他 | 有电梯,,43054,顺发江南丽锦 ,480
8,,8, | 2室2厅 | 81.89平米 | 南 北 | 简装 | 无电梯,,39077,紫金公寓 ,320
12,,21, | 3室2厅 | 139平米 | 南 | 精装 | 有电梯,,29497,万科良渚文化村秋荷坊 ,410
17,,7, | 4室2厅 | 145.3平米 | 南 北 | 其他 | 有电梯,,44736,彩虹城 ,650
21,,37, | 3室2厅 | 89.63平米 | 南 | 简装 | 有电梯,,39719,万家星城 ,356
17,,18, | 3室1厅 | 87.8平米 | 南 | 简装 | 有电梯,,42711,万家星城 ,375
18,,13, | 2室2厅 | 48.38平米 | 南 | 精装 | 无电梯,,42993,朝晖六区 ,208
14,,9, | 3室1厅 | 88平米 | 南 | 其他 | 有电梯,,35455,协安蓝郡 ,312
9,,20, | 3室1厅 | 70.23平米 | 南 | 简装 | 无电梯,,39870,古荡新村西区 ,280
1,,32, | 2室1厅 | 83平米 | 南 | 精装 | 无电梯,,61446,星洲花园花柏美舍 ,510
1,,9, | 3室1厅 | 75.69平米 | 南 | 精装 | 无电梯,,66059,文三新村 ,500
7,,4, | 2室1厅 | 40.22平米 | 西 | 精装 | 有电梯,,33566,中天西城纪 ,135
4,,5, | 3室1厅 | 72.2平米 | 南 | 简装 | 无电梯,,43629,翠苑四区 ,315
3,,104, | 3室2厅 | 88.5平米 | 南 | 精装 | 有电梯,,46328,南北西岸 ,410
0,,107, | 3室1厅 | 83.01平米 | 南 北 | 精装 | 无电梯,,27467,回澜北园 ,228
5,,11, | 3室2厅 | 87.71平米 | 南 北 | 精装 | 有电梯,,46745,南北西岸 ,410
3,,45, | 4室2厅 | 142.82平米 | 南 北 | 精装 | 无电梯,,30108,亲亲家园三期 ,430
11,,34, | 4室2厅 | 175平米 | 南 北 | 精装 | 有电梯,,60000,万科西庐 ,1050
0,,15, | 3室2厅 | 123.18平米 | 南 | 简装 | 有电梯,,22650,四季名门城市公寓 ,279
32,,80, | 3室2厅 | 89.97平米 | 南 | 精装 | 有电梯,,41125,万科星空 ,370
35,,37, | 3室2厅 | 88.13平米 | 南 北 | 精装 | 有电梯,,24737,良渚文化村七贤郡 ,218
7,,19, | 3室1厅 | 137.61平米 | 南 | 精装 | 有电梯,,31975,新白马公寓 ,440
11,,60, | 2室2厅 | 88.43平米 | 南 北 | 精装 | 有电梯,,29176,万科魅力之城 ,258
8,,7, | 3室1厅 | 118.87平米 | 南 | 其他 | 有电梯,,48373,现代名苑 ,575
8,,19, | 3室1厅 | 74.12平米 | 南 | 精装 | 无电梯,,72181,求是村 ,535
10,,24, | 3室1厅 | 88.48平米 | 南 | 精装 | 有电梯,,30290,万科魅力之城 ,268
0,,13, | 3室2厅 | 179.06平米 | 南 | 精装 | 无电梯,,26807,云溪香山 ,480
0,,22, | 5室3厅 | 253.08平米 | 南 | 毛坯 | 有电梯,,19362,浪漫和山 ,490
1,,24, | 3室2厅 | 89.31平米 | 南 | 简装 | 有电梯,,24634,后珠美邻嘉苑 ,220
42,,19, | 3室2厅 | 88.28平米 | 南 北 | 精装,,41913,天阳文晖 ,370
0,,4, | 5室3厅 | 250.64平米 | 南 北 | 精装 | 有电梯,,39898,坤和和家园 ,1000
42,,15, | 3室2厅 | 85.45平米 | 南 | 简装 | 无电梯,,38034,美政花苑 ,325
0,,1, | 4室2厅 | 164平米 | 南 北 | 精装 | 有电梯,18,23171,金都梧桐苑 ,380
0,,0, | 4室2厅 | 174.77平米 | 南 | 精装 | 无电梯,16,36048,金都新城 ,630
1,,2, | 3室2厅 | 90.31平米 | 南 北 | 简装,13,24361,南峰公寓 ,220
1,,7, | 2室2厅 | 70.09平米 | 南 | 精装 | 无电梯,12,39949,流水东苑 ,280
0,,6, | 4室2厅 | 231.34平米 | 南 | 其他 | 有电梯,10,55330,东方福邸 ,1280
3,,10, | 3室2厅 | 89.32平米 | 南 | 精装 | 有电梯,9,40529,金地自在城 ,362
4,,1, | 3室2厅 | 157.99平米 | 南 | 其他 | 有电梯,6,66967,西子铭苑 ,1058
0,,12, | 2室2厅 | 63.29平米 | 南 | 简装 | 无电梯,,45505,亚洲城花园 ,288
1,,2, | 1室1厅 | 50.14平米 | 南 | 其他 | 有电梯,,46869,联合世纪新筑 ,235
1,,3, | 6室3厅 | 265平米 | 南 | 精装 | 有电梯,,49057,金都华府 ,1300
2,,135, | 1室1厅 | 34.03平米 | 北 | 简装 | 有电梯,,44961,云河大厦 ,153
9,,30, | 3室2厅 | 127平米 | 南 | 精装 | 有电梯,,37008,香滨湾花园 ,470
2,,65, | 4室2厅 | 177.6平米 | 南 北 | 精装 | 有电梯,,47298,坤和西溪里璞园 ,840
0,,68, | 3室2厅 | 91.96平米 | 南 | 毛坯 | 有电梯,,32406,绿城桃源小镇 ,298
0,,100, | 2室2厅 | 87.19平米 | 南 北 | 毛坯 | 有电梯,,21792,绿城桃源小镇 ,190
1,,212, | 1室1厅 | 54.61平米 | 南 | 精装 | 有电梯,,46695,钱江湾花园 ,255
1,,33, | 1室1厅 | 42.36平米 | 南 北 | 简装 | 无电梯,,46034,濮家新村 ,195
2,,73, | 5室2厅 | 203.68平米 | 南 | 毛坯 | 无电梯,,26022,众安白马山庄 ,530
2,,34, | 3室2厅 | 81.99平米 | 南 北 | 其他,,29882,同城印象花苑北区 ,245
0,,5, | 3室2厅 | 89平米 | 南 | 简装 | 有电梯,,33147,原筑壹号 ,295
0,,19, | 2室1厅 | 87.9平米 | 南 | 精装 | 有电梯,,28442,铭和苑新荷坊 ,250
0,,33, | 3室1厅 | 78.55平米 | 南 | 简装 | 无电梯,,33100,大关西六苑 ,260
0,,16, | 2室2厅 | 52.19平米 | 南 | 简装 | 无电梯,,48860,观音塘小区 ,255
0,,4, | 3室2厅 | 88.55平米 | 南 | 简装 | 有电梯,,27668,复地连城国际 ,245
3,,37, | 3室2厅 | 133平米 | 南 | 精装 | 有电梯,,42106,龙湖滟澜山茗轩南区三期 ,560
0,,1, | 3室2厅 | 124.28平米 | 南 北 | 毛坯,,25346,北秀蓝湾花苑 ,315
9,,7, | 3室2厅 | 107平米 | 南 | 简装 | 有电梯,,30842,通和都市枫林 ,330
0,,2, | 3室2厅 | 84.3平米 | 南 | 简装 | 无电梯,,36774,润达花园 ,310
7,,11, | 2室1厅 | 53.2平米 | 南 北 | 简装 | 无电梯,,40414,朝晖二区 ,215
12,,8, | 2室1厅 | 60.49平米 | 西南 | 简装 | 无电梯,,32733,北景园竹邻苑 ,198
16,,29, | 2室1厅 | 64平米 | 南 | 其他 | 有电梯,18,23438,华天苑 ,150
8,,56, | 2室1厅 | 45.55平米 | 南 北 | 精装 | 无电梯,,43908,锦绣新村 ,200
7,,17, | 2室2厅 | 35平米 | 南 | 简装 | 有电梯,,67143,丽晶湾 ,235
10,,31, | 2室1厅 | 76平米 | 南 | 精装 | 无电梯,,48685,丹桂公寓 ,370
12,,35, | 1室1厅 | 46.38平米 | 南 | 精装 | 有电梯,,21130,世纪晶钻 ,
11,,290, | 2室2厅 | 89平米 | 南 北 | 毛坯 | 有电梯,,47192,中海西溪华府 ,420
16,,64, | 2室1厅 | 58.42平米 | 南 北 | 精装 | 无电梯,,42794,景芳一区 ,250
18,,69, | 2室2厅 | 75.26平米 | 南 | 毛坯 | 有电梯,,28568,顺发康庄 ,215
10,,50, | 2室2厅 | 88.54平米 | 南 | 精装 | 有电梯,,24622,岸上蓝山 ,218
0,,12, | 3室2厅 | 184.5平米 | 南 | 精装 | 有电梯,,75339,滨江城市之星 ,1390
18,,63, | 2室2厅 | 85平米 | 南 | 简装 | 无电梯,,29412,康乐香港城 ,250
12,,167, | 2室1厅 | 58.65平米 | 南 北 | 精装 | 无电梯,,34954,朝晖七区 ,205
20,,75, | 2室2厅 | 80.27平米 | 南 北 | 毛坯 | 有电梯,,17442,东厦东港花苑 ,140
0,,7, | 2室1厅 | 86.66平米 | 南 北 | 精装 | 有电梯,,36003,亿城雅苑 ,312
0,,0, | 3室2厅 | 120.69平米 | 南 | 精装 | 有电梯,,31486,北景园荷风苑 ,380
10,,64, | 2室2厅 | 30.97平米 | 南 | 简装 | 无电梯,,61350,环西新村 ,190
13,,76, | 2室1厅 | 49.88平米 | 南 | 简装 | 无电梯,,39094,翠苑三区 ,195
15,,63, | 2室1厅 | 67.61平米 | 南 北 | 简装 | 无电梯,,39935,南都花园三区 ,270
13,,81, | 2室1厅 | 63.04平米 | 南 | 简装 | 有电梯,,29347,漾河人家 ,185
20,,31, | 3室1厅 | 89.32平米 | 南 北 | 精装 | 有电梯,,48142,万家花城二期 ,430
0,,53, | 1室1厅 | 35.24平米 | 南 北 | 简装 | 有电梯,,31215,中誉现代城 ,110
18,,53, | 2室1厅 | 75.24平米 | 南 北 | 精装 | 有电梯,,52898,万家花城二期 ,398
21,,22, | 2室2厅 | 80.06平米 | 南 | 简装 | 有电梯,,36973,亲亲家园四期 ,296
4,,20, | 5室2厅 | 226.17平米 | 东南 | 毛坯 | 有电梯,,31835,保利江语海 ,720
4,,29, | 5室2厅 | 204.76平米 | 东南 | 毛坯 | 有电梯,,31891,保利江语海 ,653
12,,24, | 1室1厅 | 57.13平米 | 南 东北 | 其他 | 有电梯,,28882,闲林山水丹枫苑 ,165
20,,48, | 3室2厅 | 89.21平米 | 南 | 简装 | 有电梯,,54703,金色蓝庭 ,488
18,,77, | 2室1厅 | 49.47平米 | 南 | 简装 | 有电梯,,40429,紫花苑 ,200
18,,44, | 2室1厅 | 47.9平米 | 南 | 简装 | 无电梯,,43842,复兴南苑 ,210
15,,89, | 1室1厅 | 42.65平米 | 南 | 精装 | 无电梯,,57445,武林桥河下 ,245
12,,36, | 3室1厅 | 66.21平米 | 南 西 北 | 简装 | 无电梯,,34436,翠苑三区 ,228
25,,46, | 2室1厅 | 65.32平米 | 东南 | 简装 | 有电梯,,39039,翠苑五区 ,255
0,,2, | 2室2厅 | 84.67平米 | 东南 南 | 精装 | 有电梯,,47243,静怡花苑 ,400
18,,27, | 1室1厅 | 37.62平米 | 南 | 简装 | 无电梯,,41999,翠苑四区 ,158
14,,50, | 2室2厅 | 89.63平米 | 南 | 简装,,19525,美好桂花金座 ,175
18,,110, | 2室1厅 | 62.5平米 | 南 | 简装,,20000,荷花小区 ,125
13,,12, | 1室1厅 | 37.28平米 | 南 | 其他 | 无电梯,,72425,延庆里6号 ,270
2,,21, | 5室2厅 | 234平米 | 南 北 | 毛坯 | 有电梯,,20086,金隅观澜时代天筑 ,470
0,,0, | 2室1厅 | 51.48平米 | 南 | 简装,,50506,太庙巷 ,260
12,,75, | 2室2厅 | 61.87平米 | 南 | 精装 | 有电梯,,25053,阳光逸城 ,155
29,,13, | 2室1厅 | 87.5平米 | 南 | 毛坯 | 有电梯,,24000,世茂江滨花园瑞景湾 ,210
13,,33, | 2室1厅 | 50.07平米 | 南 北 | 毛坯 | 无电梯,,34952,董家弄 ,175
18,,7, | 2室1厅 | 61.34平米 | 南 北 | 简装 | 无电梯,,68471,花园南村 ,420
21,,13, | 2室1厅 | 51.61平米 | 南 北 | 简装 | 无电梯,,67817,花园南村 ,350
14,,16, | 2室1厅 | 48.31平米 | 南 | 毛坯 | 无电梯,,40986,树园 ,198
0,,0, | 2室1厅 | 70.04平米 | 南 | 简装 | 无电梯,,55683,近江新村 ,390
21,,46, | 2室2厅 | 88.69平米 | 南 | 精装 | 有电梯,,24806,闲林山水紫薇苑 ,220
7,,12, | 1室1厅 | 32.93平米 | 东 | 简装,,22776,广厦天都城天河苑 ,
3,,9, | 3室2厅 | 130.9平米 | 南 | 简装 | 无电梯,26,23683,清雅苑 ,310
0,,2, | 2室2厅 | 100.2平米 | 南 | 简装 | 有电梯,22,34931,东新园茗盛苑 ,350
1,,8, | 4室2厅 | 192.02平米 | 南 | 精装 | 无电梯,21,29164,金都雅苑 ,560
0,,2, | 2室2厅 | 99.82平米 | 南 | 精装 | 有电梯,19,21840,天元公寓 ,218
0,,6, | 2室1厅 | 61.43平米 | 东 | 简装 | 无电梯,18,40046,十五家园 ,246
0,,7, | 2室1厅 | 68.4平米 | 南 | 简装 | 无电梯,17,30702,东都公寓 ,210
0,,0, | 1室2厅 | 80.56平米 | 南 北 | 精装 | 有电梯,14,41584,保利江语海 ,335
0,,1, | 3室2厅 | 86.15平米 | 南 西 北 | 其他 | 有电梯,14,38886,保利江语海 ,335
0,,5, | 2室1厅 | 56.87平米 | 南 北 | 精装 | 无电梯,11,29014,新桥园 ,165
0,,25, | 3室2厅 | 134.05平米 | 南 北 | 简装 | 无电梯,,29542,金厦公寓 ,396
3,,8, | 3室1厅 | 114.28平米 | 东 南 | 精装 | 有电梯,,48128,嘉绿名苑 ,550
1,,17, | 3室2厅 | 123.16平米 | 南 | 精装 | 无电梯,,52777,星洲花园格兰馨芦 ,650
5,,1, | 7室3厅 | 253.58平米 | 南 | 毛坯 | 无电梯,26,21690,晨光绿苑南苑 ,550
2,,4, | 2室2厅 | 54平米 | 东 | 精装 | 有电梯,21,27778,西溪八方城 ,150
2,,33, | 2室1厅 | 89平米 | 南 | 精装 | 有电梯,,58427,清水公寓 ,520
0,,28, | 3室1厅 | 70.41平米 | 南 | 简装 | 无电梯,,40478,古荡新村东区 ,285
2,,263, | 2室2厅 | 78.25平米 | 东 南 | 简装 | 无电梯,,35783,康乐香港城 ,280
2,,131, | 2室1厅 | 82.55平米 | 南 北 | 简装 | 无电梯,,43126,平凡里公寓 ,356
1,,49, | 2室2厅 | 89.43平米 | 南 北 | 精装 | 有电梯,,39696,丽江公寓 ,355
0,,93, | 4室2厅 | 191平米 | 南 北 | 精装 | 有电梯,,28796,通和戈雅公寓 ,550
2,,71, | 2室1厅 | 52.03平米 | 东 南 北 | 简装 | 无电梯,,42860,翠苑四区 ,223
5,,17, | 2室1厅 | 54.17平米 | 南 | 简装 | 无电梯,,70150,邮电新村 ,380
0,,27, | 4室2厅 | 159.79平米 | 南 北 | 简装 | 有电梯,,78228,耀江广厦 ,1250
27,,76, | 3室1厅 | 89.26平米 | 南 | 精装,,49295,景瑞悦西台 ,440
31,,173, | 3室2厅 | 85.75平米 | 南 | 精装 | 有电梯,,39068,金地自在城 ,335
34,,57, | 3室2厅 | 89.72平米 | 南 北 | 精装,,51271,融创河滨之城 ,460
25,,53, | 3室2厅 | 89.48平米 | 南 北 | 简装,,30175,越秀星汇尚城 ,270
31,,108, | 3室1厅 | 88.31平米 | 南 | 毛坯 | 有电梯,,24913,佳兆业君汇上品 ,220
20,,74, | 4室2厅 | 123平米 | 南 北 | 精装 | 有电梯,,60570,万科西庐 ,745
0,,6, | 3室2厅 | 137.83平米 | 南 | 毛坯 | 有电梯,,39179,红街公寓 ,540
0,,19, | 3室2厅 | 138.62平米 | 南 北 | 精装 | 有电梯,,47613,滨江曙光之城 ,660
0,,28, | 2室1厅 | 66.14平米 | 南 | 精装 | 无电梯,,45359,仓基新村 ,300
25,,19, | 3室2厅 | 87.35平米 | 南 | 精装,,38924,宝嘉誉峰 ,340
0,,9, | 3室2厅 | 123平米 | 南 | 精装 | 有电梯,,25610,东海水景城 ,315
24,,122, | 3室1厅 | 89.87平米 | 南 北 | 简装 | 有电梯,,31157,天鸿香榭里 ,280
1,,24, | 1室1厅 | 33.95平米 | 南 | 简装 | 无电梯,,56260,双菱新村 ,191
31,,9, | 3室2厅 | 87.7平米 | 南 | 毛坯 | 有电梯,,42190,中国铁建江南国际城 ,370
31,,51, | 3室1厅 | 88.99平米 | 南 | 简装 | 有电梯,,25284,金地艺境 ,225
6,,43, | 3室1厅 | 73.44平米 | 南 | 简装,,23829,崇化住宅区 ,175
6,,72, | 2室1厅 | 37.19平米 | 南 北 | 精装 | 无电梯,,59156,永丰巷 ,220
35,,35, | 3室2厅 | 89.11平米 | 南 北 | 毛坯 | 有电梯,,38492,欧美金融城 ,343
34,,16, | 3室2厅 | 89平米 | 南 | 其他,,42135,万科溪望 ,375
5,,59, | 3室2厅 | 79.22平米 | 南 | 精装 | 无电梯,,32820,浦沿教工宿舍 ,260
15,,73, | 2室1厅 | 56.77平米 | 南 | 精装 | 无电梯,,24309,崇化住宅区 ,138
6,,9, | 3室2厅 | 89平米 | 南 | 精装 | 有电梯,,34270,嘉里桦枫居 ,305
10,,13, | 3室2厅 | 89.27平米 | 南 北 | 精装 | 有电梯,20,44808,万科草庄 ,400
12,,17, | 3室2厅 | 88.64平米 | 南 | 精装 | 有电梯,18,39035,万科紫台 ,346
9,,6, | 3室2厅 | 87.37平米 | 南 北 | 精装 | 无电梯,14,43494,中江花园 ,380
13,,4, | 3室2厅 | 105.21平米 | 南 | 简装 | 有电梯,,41346,嘉绿景苑南园 ,435
